code||title||nickname||content||stars||symp||notSymp||reviewDate
10117||라붐||빠개(llby****)||아 진짜 기대만큼 실망이 큰 영화는 처음이었다... 뮤직비디오와 ost만 듣고 이 영화를 보려거든 당장 그만둬라...당신이 생각하는 그런 로맨스 영화 아니다...이 영화가 도대체 왜 명작 취급 받는 지 도저히 이해가 안 가네..  ||1||49||17||14/10/04 01:50:00.000000
10117||라붐||네모(kpcc****)||세대는 다르지만 영화엔 그녀의 미모가 고스란히 담겨있었다  ||9||13||0||12/08/31 19:27:00.000000
10117||라붐||미하일(outs****)||이상하게 사람들은 옛날것엔 관대하단 말야 ㅉㅉ  ||4||24||15||14/05/06 00:22:00.000000
10117||라붐||밍밍남(enok****)||소피마르소,리얼리티,첫사랑... 추억으로 10점  ||10||7||1||13/10/24 18:42:00.000000
10117||라붐||청풍명월(jeon****)||1980년대 사춘기였던 나에게 이성에 대한 사랑이 뭔지 가르쳐 준 최고의 영화, 요즘 세대들이 보면 오래된 영화이고 스토리가 마음에 안든다고 투덜댈지 모르지만, 30대후반 40대에게 있어서는 그 어떤 영화와도 비교할 수 없는 최고의 작품  ||10||4||0||16/05/22 15:19:00.000000
10117||라붐||00po****||이 영화를 보고 불어를 배우고 싶고, 소피마르소를 사랑하게 되었다.  ||10||4||0||12/03/01 00:52:00.000000
10117||라붐||best****||삽입된 곡이 너무 좋네요. 이 영화만의 매력이 있는 것 같아요.  ||10||3||0||12/07/27 14:50:00.000000
10117||라붐||pola****||괞찮은 성장영화.. 특히 마지막 장면이 아직도 기억에 남는다.  ||9||2||0||08/03/26 11:14:00.000000
10117||라붐||ghdl****||추억은 방울방울  ||6||2||0||07/09/17 00:21:00.000000
10117||라붐||naru****||아름다워보이지만 아프고 현실적인 사랑이야기..  ||9||3||1||12/01/27 00:28:00.000000
10117||라붐||멋져용(dori****)||그저 그때의 소피마르소만으로도.  ||10||1||0||17/01/31 19:21:00.000000
10117||라붐||poan****||처음 느끼는 감정에 올인하며 어른인척 하는 풋내기와 어릴때의 감정을 기억하며 쿨한 척하지만 자신의 현실과 정을 다시금 느끼는 현대와 모든걸 경험하며 추억하고 현재를 만끽하는 노년의 조화  ||7||1||0||16/08/16 00:29:00.000000
10117||라붐||cruf****||몇년전 우연히 봤는데 지금 생각나는건 주제곡과 할머니의 인생에 관한 조언(?)  ||6||1||0||11/11/24 23:12:00.000000
10117||라붐||yyr0****||리얼리티와 소피마르소는 정말 내마음에 오래 기억될것 같다  ||10||1||0||11/01/01 18:37:00.000000
10117||라붐||qkds****||소피마르소 그녀는 정말 아름답다.. dreams are my reality~ 잘어울리네 이 노래와^^  ||10||1||0||10/09/30 15:25:00.000000
10117||라붐||pyw2****||소피마르소와 OST 때문에 ㅋㅋ  ||8||1||0||10/09/23 00:15:00.000000
10117||라붐||dw40****||소피마르소와 음악  ||10||1||0||09/01/02 01:31:00.000000
10117||라붐||seun****||옛날같으면 구경도 못했을 지구 반대편에 사는 미소녀  ||9||1||0||08/11/14 01:43:00.000000
10117||라붐||crue****||소피마르소 샘나게 너무 이뻤다~ 음악도 굳굳  ||9||1||0||07/12/26 23:52:00.000000
10117||라붐||v292****||소피 마르소의 영향력이 얼마나 대단한지를 알려준다  ||9||1||0||07/10/28 10:30:00.000000
10117||라붐||dbsw****||소피 너무 이쁘다..  ||10||1||0||07/08/10 11:08:00.000000
10117||라붐||rizo****||약간 촌 스러운듯한 영상이 오히려 지금은 더 매력적인,  ||8||1||0||07/04/26 16:50:00.000000
10117||라붐||kwm8****||25년이 지난 지금 봐도 전혀 유치하지않은영화! 너무좋아^^  ||10||1||0||07/01/21 01:38:00.000000
10117||라붐||luvs****||아 좋아 미쳐 ㅠ ㅠ  ||9||1||0||06/10/31 10:46:00.000000
10117||라붐||a822****||dfa  ||1||1||0||05/04/06 19:14:00.000000
10117||라붐||chki****||소피마르소...  ||7||1||0||04/11/06 09:33:00.000000
10117||라붐||0127****||정말 괜찮은 영화~^^*  ||9||1||0||04/02/29 22:53:00.000000
10117||라붐||김재훈(kko5****)||십 대의 풋풋하고 순수했던 사랑을 다시 떠오르게 만드는 ,배경 음악과 소피 마르소의 눈빛 하나만으로 시간이 절대 아깝지 않을 영화.  ||10||0||0||17/04/21 20:51:00.000000
10117||라붐||별사탕(bbob****)||그럭저럭 귀엽게 봐줄만하지만 문화차이 때문에 감정이입하긴 좀 힘들다. 결말이 제일 맘에 든다 ㅋㅋ  ||6||0||0||16/04/26 16:58:00.000000
10117||라붐||쎄봉스(okdr****)||소피마르소 때문에 봤지만 실망이 큰 영화. ost인 리얼리티와 소피마르소의 비주얼만 빼면 흥행 이유를 모르겠음. 그리고 내가 너무 보수적이라서 그런지 몰라도 얘네 너무 쉬운 거 같아... 여자애도 남자애도...역시 서양인가보다.  ||8||0||0||15/08/22 00:57:00.000000
10117||라붐||ARIANEE(tbtb****)||이게 프랑스사람들인가 싶었던...헤어지면 정리를 하는게 닌 정신없이 철새처럼 이리저리 옮겨다니는구나. 노래빼면 시체인 영화. 어쩌다 이 영화가 이렇게 거품이 많은 영화가 되어버린거지;; 걍 소피마르소라는 여배우의 데뷔작이란 이유때문인거같음  ||4||0||0||15/04/05 17:02:00.000000
10117||라붐||소현(sohy****)||사심가득한 평점들...ㅎ  ||10||0||0||14/01/20 22:45:00.000000
10117||라붐||January(choa****)||동화같이 마음이 따뜻해지는 영화였다. 왜 소피마르소의 인기가 대단했는지 알 것 같다. 소피마르소가 아니었다면 라붐이 지금까지 회자될만한 명작이 될 수 없었을 거다. 배경음악이 아직도 귀에 흐르는 것 같은 기분이 든다.  ||8||0||0||13/11/25 15:10:00.000000
10117||라붐||샤카샤카(ldy6****)||소피 마르소와 Reality  ||8||0||0||13/11/04 00:13:00.000000
10117||라붐||야스라기(john****)||ost와 리즈시절의 소피를 큰 화면으로 볼 수 있다는 것만으로 십점 만점 ㅋ  ||10||0||0||13/10/30 00:12:00.000000
10117||라붐||titi****||아름다운 영화~ 그러나 내용은 단순하고 유기성이 적어요  ||10||0||0||13/10/24 23:18:00.000000
10117||라붐||moop****||솔직히...... 내용은 그냥 그래  ||6||0||0||12/03/27 23:46:00.000000
10117||라붐||jhzm****||소피마르소가 너무 아름답지만 내 정서에는 안맞는 영화  ||6||0||0||11/06/05 23:39:00.000000
10117||라붐||nwit****||그녀가 프랑스 출신이 아니었더라면 더욱 사랑스러웠을 듯  ||6||0||0||08/12/18 23:31:00.000000
