code||title||nickname||content||stars||symp||notSymp||reviewDate
10004||빽 투 더 퓨쳐 3||살찐고양이(qhrt****)||전작보다 스케일이 더 커졌고, 배경이 서부시대라서 참 흥미로웠다. 전작과는 달리 마티보다 박사님의 비중이 큰 점이 조금 아쉬웠지만...백투더퓨쳐 4탄이 보고싶을 정도로 긴 여운을 남긴 영화다!  ||10||21||1||14/10/09 18:27:00.000000
10004||빽 투 더 퓨쳐 3||연습생(indu****)||1,2,3  시리즈전부다 평점 9가 넘는 영화는 처음봤다  ||10||8||1||15/11/07 22:44:00.000000
10004||빽 투 더 퓨쳐 3||GI(tjdk****)||빽투더퓨처같은 영화 또 나왔으면 좋겠다  ||10||4||0||16/11/12 21:52:00.000000
10004||빽 투 더 퓨쳐 3||Bin(neve****)||지금봐도 재밌음!!!  ||10||3||0||16/02/09 08:15:00.000000
10004||빽 투 더 퓨쳐 3||jonh****||음...1,2편에 비해 뭔가 아쉽지만 그래도 끝까지 잘봤네요  ||8||3||0||16/01/06 21:39:00.000000
10004||빽 투 더 퓨쳐 3||리딩스킬스(gisd****)||1,2편에 비해 지루했던 면이 있다. 스토리도 마티가 아니라 박사위주로 가는데 그게 사랑이야기인지라 뜬금...개연성이 떨어지는 부분도 있었다만 여전히 이 sf영화가 주는 교훈은 새겨둘 만 하다. 전편과 마찬가지로 주인공 마티의 성장도 눈에 띈다.  ||7||4||2||16/02/26 23:39:00.000000
10004||빽 투 더 퓨쳐 3||소름이(lzh0****)||지금봤지만 10년후에 다시 봐도 잼있는 영화  ||10||1||0||17/03/21 13:33:00.000000
10004||빽 투 더 퓨쳐 3||rmholic(rlas****)||헐 와.... 마지막까지... 다.. 진짜 너무 bbd 내 생애 최고의 영화 리스트에 오름 너무 재밌게 잘 봤어요.!!  ||10||1||0||16/01/28 20:09:00.000000
10004||빽 투 더 퓨쳐 3||아카(terr****)||종합 평점은 9점 드립니다.  ||9||1||0||16/01/01 17:16:00.000000
10004||빽 투 더 퓨쳐 3||kiimu(kdur****)||와!! 정말 재밌네요  왜 이걸 이제서야 봤는지ㅠㅠ  ||10||1||0||15/06/15 01:43:00.000000
10004||빽 투 더 퓨쳐 3||펜튼(ajtw****)||영화사 역대 최고의 3부작.  ||10||1||0||15/02/09 00:06:00.000000
10004||빽 투 더 퓨쳐 3||shadowpax(breg****)||가장 오랫동안 기억될 시간여행 3부작 시리즈  ||6||0||0||18/04/15 11:57:00.000000
10004||빽 투 더 퓨쳐 3||간단하게(dowo****)||명작은 괜히 명작이 아니다. 그나저나 4편은 더 이상 안나오려나...  ||10||0||0||18/03/28 04:43:00.000000
10004||빽 투 더 퓨쳐 3||gdfdadswea(haku****)||1,2편이 워낙 넘사 수준이라서 상대적으로 딸릴뿐이지 여전히 명작이다  ||9||0||0||17/01/28 06:53:00.000000
10004||빽 투 더 퓨쳐 3||노래하는다롱이(band****)||21세기 스포츠 연감 같은 거 하늘에서 하나 뚝 떨어져라.  ||10||0||0||15/06/15 23:08:00.000000
10004||빽 투 더 퓨쳐 3||산책(rjsd****)||마이클j폭스가 파킨슨병을 앎아서.... 참  ||10||0||0||14/10/29 21:11:00.000000
