code||title||nickname||content||stars||symp||notSymp||reviewDate
10132||귀여운 여인||movie(soqu****)||줄리아 로버츠 정도면 남자에게도 판타지  ||8||178||15||13/12/19 22:27:00.000000
10132||귀여운 여인||ㅡ(s2pi****)||상상초월의판타지..하지만 이런판타지는 늘 여자를 들뜨게하지.  ||9||152||18||13/06/15 20:16:00.000000
10132||귀여운 여인||fash****||줄리아 로버츠 진짜 너무 귀엽다  ||9||89||2||12/07/03 16:31:00.000000
10132||귀여운 여인||lees****||누군가에게 변화를 줄 수만 있다면-그 변화가 사랑이라면.  ||10||54||2||10/04/28 02:23:00.000000
10132||귀여운 여인||dany****||귀여운 연인은 로맨스의 위엄이라 할수 있습니다.제가 귀여운 여인을 확인하며 느낀것은 대한민국 드라마의 콘텐츠가 모방으로 의한 창조란걸 알았습니다. 대한민국 중국 욕하려면 그만 모방하세요 부끄럽습니다.  ||10||24||4||14/05/29 18:05:00.000000
10132||귀여운 여인||getm****||상업적 시대, 그리고 귀여운 여인. 단순한 신데렐라 영화가 아님.  ||10||19||4||08/02/19 04:07:00.000000
10132||귀여운 여인||whit****||영어 실력 향상을 위해서도  선택한 영화.. 리차드 넘 멋져..쥴리아도...  ||10||4||0||12/02/19 01:13:00.000000
10132||귀여운 여인||pure****||줄리아로버츠가 빛나는 영화  ||10||4||0||07/11/23 17:23:00.000000
10132||귀여운 여인||dora****||역시 리차드 기어는 섹시하다...  ||10||3||0||12/11/13 12:03:00.000000
10132||귀여운 여인||toug****||줄리아 로버츠.. 젊었을땐 정말 이쁨~~  ||10||2||0||10/07/28 21:00:00.000000
10132||귀여운 여인||jwyk****||로맨틱영화의교과서. 정말 영화같은 영화 오~ Pretty Woman~  ||9||2||0||09/07/02 22:12:00.000000
10132||귀여운 여인||syoc****||지금 같으면 씨알도 먹히지 않을 희대의 커플 로맨스  ||6||3||1||15/10/30 23:27:00.000000
10132||귀여운 여인||girl****||재밌음. 줄리아 로버츠가..너무 사랑스럽고 귀여움  ||9||3||1||11/11/21 21:55:00.000000
10132||귀여운 여인||soohyun(sooh****)||로맨틱한 러브스토리의 정석  ||10||1||0||14/06/28 13:49:00.000000
10132||귀여운 여인||id36****||로맨틱연기의 원조! 너무도멋진 두 배우의 매력이 막 뿜어난다!  ||10||1||0||07/02/03 20:26:00.000000
10132||귀여운 여인||src5****||줄리아 로버츠  ||10||1||0||06/07/28 21:26:00.000000
